label,avg_sentence_length,vocabulary_richness,punctuation_density,passive_voice_ratio,sentence_variance,coherence_score,avg_word_length,transition_word_density,repetition_score,formality_score,burstiness,perplexity,num_paragraphs,has_headers,has_lists,word_count,content_type
AI,22.94473662119156,0.5527865207700967,0.0541162271306518,0.22167925469186356,0.3718547216856789,0.8237811140634084,5.322822450551326,0.10624704805985814,0.20848240466089304,0.8053934715545188,0.3065544844998414,70.01257924648668,5,1,1,717,academic
AI,21.52868112962698,0.7612629866646852,0.03919899286127661,0.22686943594993467,0.5745966721857756,0.787545342258596,5.419549770679292,0.0763447412680592,0.15397668687919425,0.8520391858001453,0.21722015523563548,43.173469097168244,4,1,1,402,article
AI,20.20563751419975,0.5762934389455429,0.055337998846715857,0.2900791117896135,0.42585861973662864,0.8533495390225252,5.159948349516887,0.09304664591301742,0.16549545109217198,0.736485258556253,0.35346272443297677,48.75308239957212,5,1,0,696,social_media
AI,18.54203355297345,0.6485440039896985,0.047188904686660385,0.36095048970235355,0.33659754806043607,0.801283822302624,4.899230946945718,0.07869406886228619,0.25965200478155104,0.7895450681757034,0.30475491535260796,48.06730033277929,3,1,1,468,blog
Human,13.614147339203774,0.7881421534070399,0.04227662993121693,0.1474749405871287,0.4476846228746444,0.6260338880150603,3.6887699874718463,0.07921306326999741,0.2630050072785442,0.5398870429639441,0.5088996322107509,95.71443723604132,3,0,0,198,social_media
AI,18.946049501145495,0.6268590694182795,0.04592352755706195,0.11254432006892585,0.41362282443947573,0.7311261866233298,5.821925605018602,0.11141418957093235,0.19935392506430577,0.805319627006775,0.35901083552005764,31.760814401998125,6,1,1,413,social_media
AI,15.067944846034642,0.5444530451429676,0.05146367232912642,0.15858734184396783,0.24157316420560557,0.7380335599225948,5.752170319512871,0.12385946604957601,0.19201726934331326,0.7200870382418932,0.301191294534721,36.04342881558321,5,1,0,657,news
Human,11.365059804008158,0.7574299345273904,0.028961573830032845,0.10279696930298926,0.18980368481614784,0.8615893539203854,4.281752742384782,0.06977615887901535,0.15901424779831635,0.5641376039053266,0.43804698181095514,59.93083306694798,7,0,1,916,news
AI,17.043906958760548,0.5627829872770055,0.059686640506021425,0.21727060852733981,0.2958267216741493,0.7168065172271048,4.985780673234276,0.08843270378126951,0.1700995941552868,0.8478069193359284,0.3129225882172016,27.982235986997704,5,0,1,413,blog
AI,15.415214798485167,0.6257115576049523,0.054707979086549716,0.1968156887326709,0.24502226478644845,0.8939411273757191,4.984147523137092,0.08105076189910637,0.10083447444589652,0.752510978549622,0.3592746398400678,60.58952918042726,7,0,0,554,blog
AI,22.51808831307954,0.6155285036318895,0.03562713944445452,0.32548206987473643,0.41015080478194943,0.7236708659825981,5.542033782589826,0.08122115595724218,0.24201340717804373,0.7009747961155747,0.2315988288602996,56.554427498996404,5,0,1,446,social_media
AI,21.34836337485607,0.5708835590720953,0.05239464089024618,0.20453350733028158,0.2600494810489976,0.7717636648039018,5.409477273747543,0.08079438036406565,0.13726198640396103,0.708764969935883,0.26681235554593,37.19351893283261,3,1,0,684,academic
Human,18.810260117782256,0.6592636160007972,0.039492320235880916,0.0,0.3241301373741646,0.5992554038371253,5.423988731360598,0.05413005216566471,0.38668151706016873,0.6820483910323534,0.7970874775815082,85.91761134850157,11,0,0,562,blog
AI,22.915760975585105,0.6941580628725204,0.049921755369697784,0.12775502861482108,0.3338852874891241,0.9123014904024606,4.145853521455992,0.07337449462753538,0.12355622787282469,0.7777281625789867,0.2097324944049877,42.92522197412235,3,1,0,789,social_media
Human,20.123564134360834,0.6976983782910017,0.05258896855464701,0.24553651848569572,0.4295378562247452,0.42970974402909146,3.737384868250043,0.028804707284326485,0.14472008296130107,0.4175504096483257,0.33317555482690947,50.175723759900606,2,0,1,256,article
Human,13.065962195115342,0.9265014737777989,0.042230874443329645,0.06952809849502035,0.5589297003830035,0.4146956586761902,5.626080250209257,0.07696023779670894,0.3402447855686881,0.6792884551876402,0.44682586160889814,74.863706643986,11,0,0,579,news
AI,22.814099020859484,0.4860697923169647,0.04708308927749076,0.2727019547195662,0.2705008680426586,0.7848073736062047,5.404906548396028,0.09268732061789237,0.25345775927812203,0.6869581354806203,0.30597461484961175,45.134632154638155,7,1,1,351,academic
Human,13.86995826450837,0.48758135404199887,0.04651186623036547,0.12620200023562975,0.5835127561803196,0.661627134256434,5.727510488010645,0.07780135040188943,0.2722465282367669,0.49888287171111656,0.5570048977451514,62.16238364280357,7,0,0,993,social_media
AI,27.172948209398427,0.6142272292177258,0.047853560719105605,0.17793111232727213,0.3366540007204735,0.8588119648142024,4.2600966077119935,0.08346131051183109,0.20769299641678463,0.6989943444846712,0.23069456036212754,43.15975375400893,7,1,1,691,article
AI,24.22988211236748,0.6049527692097587,0.05405576025377793,0.2575287669460167,0.22526096049429145,0.7571996709081491,5.382166872291577,0.07519325295974988,0.17217213216388316,0.744352093544465,0.12468247633358842,39.18806905823408,4,0,1,234,news
Human,15.315581065121783,0.5755088537942287,0.02884575599099282,0.08581715414616245,0.5008497621286632,0.8069331799977386,5.265886246442852,0.057328387507806555,0.22686312226246977,0.21939998677624206,0.5126818114411696,70.90585595176489,9,0,0,1087,article
Human,14.04324132688267,0.7316134403520183,0.03902520871281831,0.062219137047703585,0.37025889879968044,0.6469567609310248,4.760530094711648,0.06937016294996758,0.11693247862666997,0.4385512233390206,0.7268427130420758,36.42913923915196,6,0,0,1118,social_media
Human,14.862359841034225,0.6938493096295933,0.02806479237230233,0.14659783491247194,0.5118859394997755,0.7009146176148674,3.3865388506194156,0.04685658930107604,0.32764624619090077,0.3905003002868144,0.39901756181419584,102.94256245980256,10,1,1,982,blog
AI,21.84264017629056,0.665194174702323,0.047936538282515234,0.24900491615358472,0.4301455291738411,0.7318379159131927,5.343807394814613,0.11381147447519344,0.14636327812015137,0.8202135875488238,0.18887581900711425,47.38670461180994,7,1,0,667,news
AI,29.17224396724193,0.6637125592983708,0.05157046032829966,0.19909215043417886,0.40547725219113684,0.7445163655784331,5.401536326112345,0.12217567046232722,0.15238313217263932,0.9866619030447834,0.22111931728396106,57.78513383464755,4,0,1,615,article
Human,19.119580450361653,0.6092513265201873,0.04977198009026733,0.018533897652959375,0.4367397955288844,0.5898267509008548,4.523436084569181,0.05924102052856791,0.42952491728563713,0.693322033665658,0.6930413219681082,128.81990701884615,5,1,0,413,blog
AI,16.095210237176364,0.6281834111679431,0.06507100614295536,0.3114406524888229,0.41031998624543053,0.773873651325961,5.282821705182168,0.09176525154045947,0.12740025169766153,0.8323835912147572,0.2498158004909725,40.159963946582415,5,1,1,391,academic
AI,12.804256643349127,0.6372289895865025,0.04218783684765609,0.25571094515653275,0.3284840013406828,0.754857464047066,4.92083472011508,0.09230131598541169,0.07053993461118516,0.8185347244867903,0.3618634773123235,46.269744679679334,4,0,0,712,social_media
AI,22.3195042170809,0.5969109876882842,0.05035305870865309,0.23232117113082298,0.3505080126874612,0.8260123687586727,5.113215192414593,0.09528969489227786,0.21514388697271292,0.745194231698528,0.4060887068636988,41.90648128931253,4,0,0,478,social_media
AI,24.17605975322565,0.5143257203411773,0.04135427020686515,0.05265061855877043,0.2697498316120841,0.8036891354344603,5.423251723291051,0.07971624925644315,0.22177095709700861,0.7486032805345383,0.3916375166174387,53.61570616600119,4,1,1,685,news
Human,23.872266667044038,0.693360592622194,0.04135050963774824,0.20259865354616752,0.4795987602465995,0.5667780233394855,3.6775069911546714,0.04936849827331539,0.24193871279247806,0.7501008792776782,0.5379809379561069,72.59335035085131,10,1,0,78,article
AI,20.843502812861995,0.5918150348772618,0.044020673756318685,0.2511301268260827,0.3206279293521943,0.7878903570963025,5.25402551549888,0.06475276262361687,0.14083029867833985,0.7661739681811249,0.3905811759521631,47.69218309189877,4,1,0,283,academic
Human,17.700356314309474,0.772888283086159,0.03954863312721056,0.13309855910941154,0.3839683559050545,0.585906004799818,6.054786036696015,0.05314572603421816,0.26883943649002706,0.5850129717398791,0.5289348833007936,98.30532600000393,7,0,1,742,news
AI,20.81420194160777,0.6460746098220388,0.059294728472833555,0.21741537151630508,0.4364560250991385,0.7347076839502086,5.755711626611719,0.09002285270337293,0.18997027494560806,0.9100034668084441,0.23078257296938193,47.82888989432915,5,0,0,362,news
Human,9.193120245006469,0.5582212816163169,0.034552426079817206,0.13318696552792544,0.5228820890312759,0.6543254302259034,5.424597141103703,0.07272635154551094,0.3573003738521351,0.36004184767063707,0.5950696754551658,85.86250610092657,8,0,0,542,article
Human,27.30564779608175,0.6416637898834117,0.014484599899250078,0.09163169598352117,0.6521642760920711,0.5759396467777519,6.164164998158983,0.062229385362268075,0.22143997081543126,0.3307050877121638,0.562306893567416,78.82623629787227,9,0,0,260,academic
AI,18.27524787018583,0.6375006131140236,0.04552472604375826,0.1897446832588065,0.23456115381677495,0.9198259577982092,5.301669733637399,0.05053110995592249,0.22481459726220238,0.8292782126395223,0.29867846832643186,44.28400101091206,4,1,0,304,article
Human,20.91540003712226,0.6552312010436427,0.039368310911127684,0.11534616884261958,0.3920113531885637,0.38852389383443253,4.042942125101327,0.05871328584671436,0.23111364690618094,0.723268072002602,0.415015749375569,76.78715613228444,6,0,0,984,social_media
Human,13.458082054871458,0.6775221840608262,0.018897190997532957,0.1899132982231016,0.6149936339253612,0.5365312467010888,5.566867431025199,0.061471117972781104,0.16706500904299365,0.6370305968591818,0.44183102758795667,85.52416273873017,8,1,0,720,blog
Human,23.585754832889297,0.7873161202579895,0.04675007980005583,0.10404425389766338,0.8588906663206946,0.5849874135973381,5.249707158067862,0.025648595188255373,0.13273978734991834,0.58170086637541,0.4543689126585846,73.80313238583024,6,0,0,106,social_media
Human,24.870283169594224,0.6503068175026219,0.0424503962590817,0.08594487502578367,0.38816676196400224,0.7531126812812824,4.141098665208608,0.07327833750547302,0.23676469221555504,0.25274537106469197,0.4428552341977663,77.70784814771606,6,0,0,936,social_media
Human,13.773546510633917,0.7004905537503339,0.019853339369581856,0.09840904580397203,0.3655923140734841,0.6649163642501502,5.697555920111131,0.030909730467524245,0.2178067621500368,0.49502935712404017,0.6254750316898163,63.387855050770064,11,0,0,586,news
Human,13.956134013959588,0.6904541385806012,0.059131285499569766,0.3154115410399565,0.604808495748353,0.5808790105615709,4.8579886270782335,0.05526433996269546,0.14567887307921512,0.3234121507754554,0.6054968341756378,92.26490119049605,4,1,0,841,social_media
AI,26.97418240439123,0.5678955738185355,0.03839130720210489,0.10866383527798595,0.36901100299474693,0.9235938184451287,4.79879010396754,0.0839927426709733,0.22014862100349356,0.7864458214022924,0.2593571013434804,53.231194439893,4,1,0,698,academic
AI,25.40753363750818,0.653708812738236,0.039520075936199245,0.29960633007761395,0.2990123000957347,0.8619846496799226,3.9221621817282823,0.07458840346404093,0.2001718723021041,0.7265008133640851,0.1412661244684029,22.576495184590357,3,1,1,713,social_media
AI,21.3773698468404,0.5088638620259909,0.047374852967189546,0.23499566253590928,0.25478684017116604,0.9317680948208665,5.5565916566759235,0.12558486483145562,0.21241698550176352,0.8767420120721834,0.34299922039210073,57.58468918852878,7,1,1,350,academic
AI,25.666694847388733,0.5950526156134587,0.053380429126387276,0.1009225624697206,0.41458382222355283,0.8673602400638766,6.909354073087427,0.07352166606503693,0.18025553817301984,0.5979778248024711,0.25915200343524025,63.34654721164155,6,1,1,772,article
AI,19.996237851213674,0.5665722908631449,0.042316739365255845,0.12842795025942885,0.21421255985030097,0.8024236236774374,4.91239971552337,0.0852243769722035,0.08996702025795368,0.7867156842492499,0.2028912070726689,52.306143625468664,3,1,1,375,news
AI,18.308748200070262,0.6100455809373397,0.039976513372139914,0.2394114835244046,0.103447525701093,0.920608552897809,4.966880140953114,0.08892295545132235,0.10811049206420545,0.6555549092539656,0.2525545570796554,28.537170693200775,6,0,1,342,academic
Human,18.072153508751654,0.8757987208460362,0.045957888309661715,0.20594303325000668,0.5477887909934638,0.5745123597338676,4.3035202112054165,0.037101875687960514,0.38838777035322475,0.5933106323865498,0.48979470119705154,95.91287325452886,3,1,0,643,social_media
AI,19.835275381866158,0.6291405293786115,0.04751175560948049,0.16813458840290793,0.3867572011379097,0.8024941145900159,4.52703839375566,0.09169768026357904,0.14285458497470482,0.7714514911248849,0.23081372109311368,26.694278346845763,3,0,1,345,news
AI,24.708009589254942,0.6525600702255576,0.04083367259524689,0.15730453424278468,0.1886833717130225,0.7394514073306263,5.779944337273269,0.09022356218495117,0.13889468796604673,0.8378293193797914,0.24571047509806015,43.18926942838482,7,1,0,728,news
Human,18.506979565539933,0.6872092949749503,0.03715124875281982,0.1336671530124461,0.5179405280146887,0.5508630429989677,3.0,0.058892515362836316,0.31576430093451596,0.5881514740185491,0.5901960092774522,79.97741733803397,8,1,1,101,academic
AI,25.22532807623572,0.6929259356513569,0.042678698937181146,0.15196623274921972,0.27266241741386243,0.7829319064840635,4.519761007648332,0.08197079119393526,0.1779901127816955,0.7366887500741083,0.13284707854753844,54.18952443522191,7,1,1,293,academic
Human,18.710601876373794,0.7296473990242252,0.03276371882281837,0.09281553763443337,0.47449173466727607,0.5017059225113744,4.775028393588479,0.045924499279919956,0.25424503488876266,0.6332758622162907,0.5220590899986659,92.66314811751042,3,1,0,695,blog
AI,24.720704320253105,0.578636289247938,0.04853397696287189,0.19724999802751905,0.33112551329852363,0.8522487728437895,5.564983184673508,0.09027146635544273,0.1649732526532077,0.7053536773136698,0.24438432930867357,41.34706384062797,7,0,1,666,blog
Human,14.662470215140662,0.7085985995241302,0.042600142609246834,0.18081716174999762,0.5393151480204256,0.6897969653922422,4.114045982003477,0.01,0.11689343471748352,0.5439369803655211,0.5451807580610512,85.11937649509039,6,0,0,199,news
Human,15.342054603356804,0.7354604161693845,0.062003601188469606,0.20012491487617817,0.31873420518779944,0.4654312109605944,3.8911615961199675,0.06666153161542744,0.16765425680275303,0.6906070856735208,0.3779521842967727,52.08465915736231,4,0,1,811,blog
AI,21.841431688420347,0.5508517918820586,0.03791151480351966,0.2827693009004463,0.22410216127084925,0.7121065304869496,5.378414397147699,0.0745073648302729,0.27451029815232186,0.74052500778224,0.3133235846186754,39.118692605193615,5,1,0,763,social_media
AI,16.524237773187224,0.6528756455378893,0.031662998967298406,0.14097056888023096,0.3273436113919836,0.6478671526116864,5.282848706803532,0.07597890680903151,0.18020205698571148,0.6966219289119654,0.2283488396067235,69.35435586038648,3,0,1,313,article
Human,14.194509213583867,0.8437646813944674,0.04640832461357795,0.2032276533338357,0.5319772366365765,0.5955532483735723,4.9077153112361165,0.06665797734838066,0.22858841002863467,0.48004901508683867,0.5315342461096236,43.429299750968674,3,0,0,614,news
Human,19.447095330916536,0.8300350192505557,0.04382868656463999,0.11567833687568393,0.45846064002412606,0.6641211314140066,4.7997627633537245,0.05577956937331027,0.3275037020076799,0.4755278964866756,0.6465000381197304,93.53456500401005,6,0,0,103,article
Human,15.729438032521486,0.6306111511663908,0.028553512844094197,0.1637787143009643,0.6012822941535687,0.639420459584451,4.989341357168352,0.03183777301933323,0.23733619071688736,0.6814466581738624,0.5884119463712415,18.774122210346512,2,1,0,252,blog
Human,21.328594734553967,0.8993785940236891,0.04331216927394922,0.1266775233582473,0.5867563607281273,0.8201326367027943,5.4541164466356395,0.07877748676809984,0.0931814832497963,0.4510959666941919,0.5551970803167656,104.9590497302125,9,0,0,656,academic
AI,23.70149242719595,0.516287436926832,0.03460301704623628,0.11278296436816106,0.20860846971856756,0.8181874217482692,4.702663814159719,0.09011842857887277,0.16712177695415126,0.4956490251945877,0.2464519416625715,58.52906215619884,5,1,0,376,news
AI,28.049463189485078,0.7234063318861524,0.05129430879865038,0.16258976992169347,0.3170369924807105,0.754069996712737,5.798464365314602,0.11662921175334369,0.212675761755394,0.7508155777131736,0.2087682277029857,60.6014914849681,7,0,0,769,blog
AI,17.365723369814678,0.559813680897305,0.04095065235588194,0.24113253630859952,0.379751287343546,0.7499203570739585,5.905336175867161,0.10147594515558275,0.18205435460670066,0.7401242663316834,0.16483302581646758,40.43997282468482,7,1,0,392,social_media
Human,15.945876156880452,0.6302832141676098,0.035871289961045334,0.2315194045951193,0.5254969161490229,0.5227095189596414,4.503758965148685,0.0708281413381767,0.40131934763668653,0.45346059407524253,0.4935869008062936,68.31348028089475,2,0,0,54,news
Human,5.0,0.5972204699717301,0.019585013999358903,0.12378862685132831,0.7819932025467897,0.5086192069527133,4.017988270639495,0.06627263243315816,0.35035877149166506,0.491687869168923,0.7409265604795039,85.90227783283258,10,1,0,1126,news
AI,19.30546969427794,0.6555304707637977,0.05079161195654083,0.2114601171989263,0.22427528037691655,0.7208106497526631,4.659913599054146,0.09303716232840434,0.16131193274390535,0.7298449268480949,0.280115454252938,69.53073927435628,5,1,1,471,academic
AI,18.3279669395412,0.6126215177607598,0.04096165066748793,0.11065476511283831,0.32343439731874785,0.8124457842875471,5.899747879682047,0.08139759343782754,0.1290552990492506,0.5987624626620753,0.20525046865991015,60.506313791533586,3,0,1,297,news
AI,19.377829856756236,0.5665594962101378,0.04310843674050505,0.14424788254684007,0.33485027104491516,0.8501715017320917,4.8164695031447495,0.09996763983391307,0.17268539806079142,0.6452000687346182,0.42155799671189365,44.82123941821563,6,1,1,361,academic
AI,23.996425767919693,0.5329258749144974,0.03991848006622479,0.2214734707952359,0.24779185185519126,0.8021686290589278,5.773163539529624,0.06979404386763087,0.17494803631904735,0.6054219315340824,0.26410731456246017,54.27015604281642,5,1,0,281,blog
Human,10.531721181739277,0.8417170386033056,0.06169875191502694,0.11270658367378218,0.4293620490388431,0.406677078187448,3.4385631542476265,0.0649284281231411,0.3140761979683598,0.5660037520769182,0.5518056425268675,89.53441880971148,3,0,0,146,social_media
Human,18.828137070534563,0.7351637953704798,0.0402034116568416,0.09209863676413421,0.580408089075133,0.651804961620193,4.3146296278532015,0.02400243092096134,0.1334319417643734,0.39764352014322213,0.6334936283482695,80.00997162255882,1,1,1,284,social_media
Human,22.147482053197237,0.7787606880155743,0.03287188930224479,0.19481174255414108,0.48207355647388567,0.6546768964897456,5.966921127655164,0.026934187075243872,0.15944894041570196,0.5674744681920402,0.614695511748111,82.49380070798833,11,1,0,615,news
AI,24.787988411692595,0.6021123200264898,0.0627747680748557,0.22132612411702263,0.21646737116623815,0.7419413308162403,4.789758756690555,0.06927114959236338,0.21822951743721333,0.8653743732479142,0.16678682568487005,46.13538983454305,4,1,1,766,news
AI,23.735173620076036,0.6375624595559196,0.06286458898033695,0.17616179838181473,0.4421673640355628,0.762374369764407,6.1869272562587705,0.07441297135545076,0.15575121546193257,0.8225534377150898,0.213883394509642,68.06423237587151,4,0,1,251,blog
Human,10.230600656939563,0.727899772903289,0.049572129756461136,0.13853782258607905,0.39610523143857534,0.6034761916513915,4.413486844879894,0.025947129588832725,0.15644618770267094,0.6130481758447967,0.5900714322858138,86.5590001568847,9,0,0,854,academic
Human,19.28824226852257,0.5584041020358828,0.04414680105258203,0.2462312634620042,0.4424286730790168,0.6859961271940909,4.9863278637021065,0.051081896326959655,0.27164279078877496,0.6278945912419219,0.5212452009530409,94.5940385525318,5,1,0,595,social_media
Human,11.716830048697854,0.7850730075703385,0.057391171118429715,0.019764652335153773,0.6904666739893051,0.6777240651898159,4.431640565507146,0.051950132512192895,0.19689182952155054,0.5740560314160659,0.3557601047674095,95.34181832103526,5,1,0,663,academic
Human,25.73227316882036,0.8446537464378776,0.049986429705138,0.14666720419706283,0.38939037378598135,0.6640711258995302,4.218934530569829,0.06808128208638389,0.22279339155398045,0.4420829576313335,0.31195313127371316,103.8094548104723,6,0,0,426,blog
AI,26.62454299458256,0.5678873107309005,0.06046329476651535,0.16950103993590268,0.2864333237601687,0.8096493493259821,4.17686608745296,0.09801475856781935,0.11702321405947606,0.773636306054453,0.25305801782036563,47.30794680347193,5,1,0,680,social_media
Human,21.250804963902006,0.7030937978589635,0.01201461671332165,0.17726645932373236,0.5486629020047947,0.6834467065547135,4.38702662874397,0.0611245984765632,0.2715457450685729,0.6401659471919189,0.5072052855252395,123.81708767379983,9,0,1,786,social_media
AI,21.495590333767367,0.6389524283334546,0.046254801761450956,0.2749321039597466,0.29974482801032803,0.7937946831960603,6.108138066042607,0.08424284470855065,0.21552643527360427,0.7755895447821264,0.21165412367922615,35.33959459935254,4,1,0,569,article
AI,24.900640533613608,0.6044425425896852,0.05103528336704424,0.24019419078707605,0.39992137370866515,0.7681179154882639,4.579067346773059,0.0871302517626017,0.22057139087382632,0.7853675656541476,0.2629891242765854,26.082687726242483,4,0,1,475,blog
AI,14.759827509887927,0.6833553712075976,0.03967797981065482,0.11639530003023862,0.130471084324536,0.7370486723817413,5.214758408846985,0.09586210807700146,0.19216201483186351,0.8590717976854754,0.28883306119492314,31.2875419783919,7,1,0,491,blog
AI,23.575064969216164,0.6241185870684078,0.04585636569356088,0.26878877690349157,0.3089738297784502,0.7227171159167695,5.589037990749773,0.08979681017014245,0.17915070620835366,0.7339553727183243,0.31681855152641947,38.479898408843745,5,0,0,713,article
Human,16.522091522380393,0.6864356887570432,0.03512859522615243,0.0,0.5169911152437944,0.5683739191422646,5.005965639810415,0.04875392238019585,0.27692086057181586,0.7415667835537166,0.33912847450443784,65.74153379711015,5,1,0,1020,academic
AI,19.218490138064947,0.574147065232284,0.03347347873405794,0.2872126408072302,0.1524478706013055,0.7090877586862931,4.304581714552276,0.08402970491322187,0.23574155067768224,0.7663524556296714,0.3512284824277316,36.92109022827395,6,0,1,652,article
Human,27.51626914073636,0.584596659440754,0.04383781722088901,0.19659439021075772,0.5318196516503181,0.7210249419309345,3.646652345301372,0.07847791581518192,0.27462514483618694,0.6176296731943872,0.5169940472993311,130.009364782096,11,0,0,1182,blog
Human,18.30944754571599,0.8251321583896498,0.0369607489251746,0.20630717259631703,0.4581969032834749,0.8032364764602813,5.8170297995459155,0.053291035943747206,0.18717245328425486,0.3515557014403282,0.7557008836026586,66.03903332386852,6,1,0,822,academic
AI,24.756827478596307,0.5765060106245015,0.035632797782128155,0.2631216632009625,0.38048250156706076,0.849484996449445,6.261657450726199,0.08563088543167442,0.12680691817821182,0.666787787984076,0.2314601276071927,39.78257354294689,4,1,0,366,social_media
AI,26.101626900567958,0.6275297395114777,0.05853549582024099,0.17967731057316838,0.3420457110787306,0.7354439830575368,6.015644504918983,0.0939954109963281,0.19043287269458545,0.5274900885361142,0.12653085268043437,40.45556384211977,7,1,1,222,article
Human,16.31630543259399,0.5973116922456513,0.03595128971468729,0.19485503141751162,0.5099923239569932,0.8118461103642839,5.991910433784554,0.07155516627915876,0.18938049379260216,0.7851799511759171,0.5155878619519358,97.85512529097404,7,0,0,542,academic
AI,18.260303674244625,0.6083081525175813,0.043351842591382604,0.2135275130314525,0.3251989318278154,0.6623864366706935,4.620770382628542,0.07183750427503131,0.2763132482250969,0.7710947215891094,0.31527104563796027,59.17316842267412,3,1,1,375,academic
AI,27.71894106476028,0.6161822537160817,0.035006390640510046,0.18988996766643623,0.32947590439669283,0.7317294501006275,4.870778546538688,0.1062259525944618,0.1663498200342217,0.7757127594942282,0.34680313371340316,46.83819877386279,3,0,1,796,academic
AI,25.841400609427872,0.7854899027787304,0.049279410215632764,0.30004676658266216,0.13956782099091042,0.8535301358142704,4.901596577811681,0.09028019986159322,0.15259878019239598,0.6231368528631628,0.27352566784539817,46.15568928546813,3,1,1,777,article
AI,23.984084254084994,0.5285028669148563,0.04562111134342592,0.2762312031960833,0.271339712773652,0.7553150043270881,5.51286492432833,0.07919444362013173,0.1675522501648339,0.7361812926220382,0.2891659677728769,44.60904193723562,7,0,0,361,social_media
Human,27.781180801056305,0.6336361823045313,0.041506433675963586,0.23142929397471945,0.49412440132968116,0.5866769490323777,4.793832072780066,0.07446698699748004,0.2999775250584988,0.5963691983660472,0.38872498866100236,69.68353021654826,5,0,1,508,academic
Human,11.065041657352003,0.61876709111192,0.046674135789203805,0.12656051941939359,0.5082777306047137,0.3378465150355335,3.0,0.04093749676210669,0.2768016029633329,0.7521587836745677,0.4358377797334127,90.39283587057919,2,0,0,441,article
Human,15.050639663096543,0.8139780863391644,0.0365272322061849,0.1350518601481778,0.5376727026351824,0.7481332503140379,4.069968214889902,0.04868633513255176,0.19508952586115144,0.5402926122804446,0.5439635722986348,95.91829563706663,11,1,0,831,blog
Human,26.74845237024637,0.6386393215836321,0.02849652677131029,0.2584751111401325,0.27369479942379915,0.4301528595364406,4.309222384561658,0.07338611682018735,0.2784983789383072,0.451313199441294,0.7591678224470402,50.95424532683032,9,0,1,211,article
